top_high5_result_id,contestant_id,contest_id,level,round_id,jurisdiction,rank,score,total_votes,migrated,reason
1689,980,80,continent,4,Africa,3,0,0,True,AUTHORITATIVE_COHORT_RESULT
1690,972,80,continent,4,Africa,4,0,0,True,AUTHORITATIVE_COHORT_RESULT
1691,959,84,continent,4,Africa,1,0,0,True,AUTHORITATIVE_COHORT_RESULT
1692,866,88,continent,4,Africa,1,0,0,True,AUTHORITATIVE_COHORT_RESULT
1693,864,88,continent,4,Africa,2,0,0,True,AUTHORITATIVE_COHORT_RESULT
1694,850,88,continent,4,Africa,3,0,0,True,AUTHORITATIVE_COHORT_RESULT
1695,881,90,continent,4,Africa,1,0,0,True,AUTHORITATIVE_COHORT_RESULT
1696,873,90,continent,4,Africa,2,0,0,True,AUTHORITATIVE_COHORT_RESULT
1697,893,92,continent,4,Africa,1,0,0,True,AUTHORITATIVE_COHORT_RESULT
1698,886,92,continent,4,Africa,2,0,0,True,AUTHORITATIVE_COHORT_RESULT
1699,885,92,continent,4,Africa,3,0,0,True,AUTHORITATIVE_COHORT_RESULT
1700,880,100,continent,4,Africa,1,0,0,True,AUTHORITATIVE_COHORT_RESULT
1701,874,100,continent,4,Africa,2,0,0,True,AUTHORITATIVE_COHORT_RESULT
1702,851,103,continent,4,Africa,1,0,0,True,AUTHORITATIVE_COHORT_RESULT
1706,872,177,continent,4,Africa,1,2,1,True,AUTHORITATIVE_COHORT_RESULT
1707,882,177,continent,4,Africa,2,0,0,False,AUTHORITATIVE_COHORT_RESULT
1708,999,185,continent,4,Africa,1,0,0,True,AUTHORITATIVE_COHORT_RESULT
1712,791,196,continent,4,Africa,1,0,0,True,AUTHORITATIVE_COHORT_RESULT
1713,989,213,continent,4,Africa,1,0,0,False,AUTHORITATIVE_COHORT_RESULT
1714,985,213,continent,4,Africa,2,0,0,False,AUTHORITATIVE_COHORT_RESULT
1715,978,213,continent,4,Africa,3,0,0,False,AUTHORITATIVE_COHORT_RESULT
1718,914,215,continent,4,Africa,1,0,0,False,AUTHORITATIVE_COHORT_RESULT
1719,834,215,continent,4,Africa,2,0,0,True,AUTHORITATIVE_COHORT_RESULT
1720,829,215,continent,4,Africa,3,0,0,True,AUTHORITATIVE_COHORT_RESULT
1723,774,217,continent,4,Africa,1,0,0,True,AUTHORITATIVE_COHORT_RESULT
1724,773,217,continent,4,Africa,2,0,0,True,AUTHORITATIVE_COHORT_RESULT
1725,988,219,continent,4,Africa,1,0,0,False,AUTHORITATIVE_COHORT_RESULT
1726,941,223,continent,4,Africa,1,0,0,True,AUTHORITATIVE_COHORT_RESULT
1727,936,223,continent,4,Africa,2,0,0,True,AUTHORITATIVE_COHORT_RESULT
1751,1166,23,regional,26,East Africa,1,0,0,True,AUTHORITATIVE_COHORT_RESULT
1766,1136,121,regional,26,West Africa,1,0,0,True,AUTHORITATIVE_COHORT_RESULT
1767,1135,121,regional,26,West Africa,2,0,0,True,AUTHORITATIVE_COHORT_RESULT
1768,1115,175,regional,26,East Africa,1,0,0,True,AUTHORITATIVE_COHORT_RESULT
1772,1164,179,regional,26,East Africa,1,0,0,True,AUTHORITATIVE_COHORT_RESULT
1774,1156,179,regional,26,East Africa,3,0,0,True,AUTHORITATIVE_COHORT_RESULT
1777,1119,213,regional,26,East Africa,1,0,0,True,AUTHORITATIVE_COHORT_RESULT
1778,1118,215,regional,26,East Africa,1,0,0,True,AUTHORITATIVE_COHORT_RESULT
1812,1041,9,continent,21,Africa,4,4,1,True,AUTHORITATIVE_COHORT_RESULT
1821,648,13,continent,4,Africa,3,0,0,True,AUTHORITATIVE_COHORT_RESULT
1822,776,13,continent,4,Africa,4,0,0,True,AUTHORITATIVE_COHORT_RESULT
1826,784,15,continent,4,Africa,3,0,0,True,AUTHORITATIVE_COHORT_RESULT
1828,662,15,continent,4,Africa,5,0,0,True,AUTHORITATIVE_COHORT_RESULT
1852,1061,23,continent,21,Africa,6,0,0,True,AUTHORITATIVE_COHORT_RESULT
1863,656,29,continent,4,Africa,4,0,0,True,AUTHORITATIVE_COHORT_RESULT
1864,675,29,continent,4,Africa,5,0,0,True,AUTHORITATIVE_COHORT_RESULT
1873,787,32,continent,4,Africa,2,0,0,True,AUTHORITATIVE_COHORT_RESULT
1874,654,32,continent,4,Africa,3,0,0,True,AUTHORITATIVE_COHORT_RESULT
1882,887,39,continent,4,Africa,5,0,0,True,AUTHORITATIVE_COHORT_RESULT
1883,894,39,continent,4,Africa,6,0,0,True,AUTHORITATIVE_COHORT_RESULT
1890,1002,78,continent,21,Africa,6,0,0,True,AUTHORITATIVE_COHORT_RESULT
1895,966,80,continent,4,Africa,7,0,0,True,AUTHORITATIVE_COHORT_RESULT
1899,838,177,continent,4,Africa,3,5,1,True,AUTHORITATIVE_COHORT_RESULT
1902,911,177,continent,4,Africa,6,0,0,True,AUTHORITATIVE_COHORT_RESULT
1909,1047,181,continent,21,Africa,2,0,0,True,AUTHORITATIVE_COHORT_RESULT
1910,1055,181,continent,21,Africa,3,0,0,True,AUTHORITATIVE_COHORT_RESULT
1911,1106,181,continent,21,Africa,4,0,0,True,AUTHORITATIVE_COHORT_RESULT
1912,1096,181,continent,21,Africa,5,0,0,True,AUTHORITATIVE_COHORT_RESULT
1913,1046,183,continent,21,Africa,2,0,0,True,AUTHORITATIVE_COHORT_RESULT
1914,1056,183,continent,21,Africa,3,0,0,True,AUTHORITATIVE_COHORT_RESULT
1915,1107,183,continent,21,Africa,4,0,0,True,AUTHORITATIVE_COHORT_RESULT
1916,1097,183,continent,21,Africa,5,0,0,True,AUTHORITATIVE_COHORT_RESULT
1917,965,185,continent,4,Africa,2,0,0,True,AUTHORITATIVE_COHORT_RESULT
1918,1076,185,continent,21,Africa,2,0,0,True,AUTHORITATIVE_COHORT_RESULT
1920,1093,185,continent,21,Africa,4,0,0,True,AUTHORITATIVE_COHORT_RESULT
1935,1059,217,continent,21,Africa,3,0,0,True,AUTHORITATIVE_COHORT_RESULT
1937,929,219,continent,4,Africa,3,0,0,True,AUTHORITATIVE_COHORT_RESULT
1938,931,219,continent,4,Africa,4,0,0,True,AUTHORITATIVE_COHORT_RESULT
1939,934,219,continent,4,Africa,5,0,0,True,AUTHORITATIVE_COHORT_RESULT
1940,953,219,continent,4,Africa,6,0,0,True,AUTHORITATIVE_COHORT_RESULT
