top_high5_result_id,contestant_id,contest_id,level,round_id,jurisdiction,rank,score,total_votes,migrated,reason
1673,877,45,continent,4,Africa,4,0,0,True,AUTHORITATIVE_COHORT_RESULT
1674,868,45,continent,4,Africa,5,0,0,True,AUTHORITATIVE_COHORT_RESULT
1675,949,47,continent,4,Africa,1,0,0,True,AUTHORITATIVE_COHORT_RESULT
1676,921,47,continent,4,Africa,2,0,0,True,AUTHORITATIVE_COHORT_RESULT
1677,910,47,continent,4,Africa,3,0,0,True,AUTHORITATIVE_COHORT_RESULT
1678,905,47,continent,4,Africa,4,0,0,False,AUTHORITATIVE_COHORT_RESULT
1679,878,47,continent,4,Africa,5,0,0,True,AUTHORITATIVE_COHORT_RESULT
1680,940,64,continent,4,Africa,1,0,0,True,AUTHORITATIVE_COHORT_RESULT
1681,935,64,continent,4,Africa,2,0,0,True,AUTHORITATIVE_COHORT_RESULT
1682,933,64,continent,4,Africa,3,0,0,True,AUTHORITATIVE_COHORT_RESULT
1683,932,64,continent,4,Africa,4,0,0,True,AUTHORITATIVE_COHORT_RESULT
1684,930,64,continent,4,Africa,5,0,0,True,AUTHORITATIVE_COHORT_RESULT
1685,976,72,continent,4,Africa,1,0,0,True,AUTHORITATIVE_COHORT_RESULT
1686,642,72,continent,4,Africa,2,0,0,True,AUTHORITATIVE_COHORT_RESULT
1687,998,80,continent,4,Africa,1,0,0,False,AUTHORITATIVE_COHORT_RESULT
1688,982,80,continent,4,Africa,2,0,0,False,AUTHORITATIVE_COHORT_RESULT
