role,contestant_season_id,contestant_id,season_id,season_round_id,level,current_is_active,contestant_round_id,classification,reason,joined_at,created_at,updated_at
DEACTIVATE,7396,625,247,2,regional,True,3,A_EXACT_ONE_AUTHORITATIVE_MATCH,DETERMINISTIC,2026-05-02 01:00:36.967876,2026-05-02 01:00:36.915334,2026-05-02 01:00:36.915334
DEACTIVATE,8285,625,245,1,regional,True,3,A_EXACT_ONE_AUTHORITATIVE_MATCH,DETERMINISTIC,2026-05-02 01:49:00.954518,2026-05-02 01:00:43.361300,2026-05-02 01:49:00.910730
DEACTIVATE,5042,626,8,4,city,True,3,A_EXACT_ONE_AUTHORITATIVE_MATCH,DETERMINISTIC,2026-05-01 00:04:17.042499,2026-05-01 00:04:17.019614,2026-05-01 00:04:17.019614
DEACTIVATE,17218,626,267,28,city,True,3,A_EXACT_ONE_AUTHORITATIVE_MATCH,DETERMINISTIC,2026-09-03 12:08:17.405148,2026-09-03 12:08:17.355580,2026-09-03 12:08:17.355580
DEACTIVATE,14421,628,261,4,continent,True,3,A_EXACT_ONE_AUTHORITATIVE_MATCH,DETERMINISTIC,2026-09-03 13:04:25.728030,2026-07-01 00:05:23.934080,2026-09-03 13:04:07.238422
DEACTIVATE,5021,629,8,4,city,True,3,A_EXACT_ONE_AUTHORITATIVE_MATCH,DETERMINISTIC,2026-05-01 00:04:17.012878,2026-05-01 00:04:17.000626,2026-05-01 00:04:17.000626
DEACTIVATE,17176,629,267,28,city,True,3,A_EXACT_ONE_AUTHORITATIVE_MATCH,DETERMINISTIC,2026-09-03 12:08:17.297614,2026-09-03 12:08:17.282014,2026-09-03 12:08:17.282014
DEACTIVATE,6544,629,247,2,regional,True,3,A_EXACT_ONE_AUTHORITATIVE_MATCH,DETERMINISTIC,2026-05-02 01:00:30.789153,2026-05-02 01:00:30.747865,2026-05-02 01:00:30.747865
DEACTIVATE,7412,629,245,1,regional,True,3,A_EXACT_ONE_AUTHORITATIVE_MATCH,DETERMINISTIC,2026-05-02 01:48:58.408331,2026-05-02 01:00:37.253156,2026-05-02 01:48:58.369551
DEACTIVATE,5043,630,8,4,city,True,3,A_EXACT_ONE_AUTHORITATIVE_MATCH,DETERMINISTIC,2026-05-01 00:04:17.043040,2026-05-01 00:04:17.019614,2026-05-01 00:04:17.019614
DEACTIVATE,17192,630,267,28,city,True,3,A_EXACT_ONE_AUTHORITATIVE_MATCH,DETERMINISTIC,2026-09-03 12:08:17.376195,2026-09-03 12:08:17.355580,2026-09-03 12:08:17.355580
DEACTIVATE,9866,630,247,2,regional,True,3,A_EXACT_ONE_AUTHORITATIVE_MATCH,DETERMINISTIC,2026-05-31 00:03:10.864260,2026-05-31 00:03:10.849709,2026-05-31 00:03:10.849709
DEACTIVATE,14423,632,261,4,continent,True,3,A_EXACT_ONE_AUTHORITATIVE_MATCH,DETERMINISTIC,2026-09-03 13:04:25.729332,2026-07-01 00:05:23.934080,2026-09-03 13:04:07.238422
DEACTIVATE,14416,633,261,4,continent,True,3,A_EXACT_ONE_AUTHORITATIVE_MATCH,DETERMINISTIC,2026-09-03 13:04:25.652456,2026-07-01 00:05:23.858397,2026-09-03 13:04:07.238422
DEACTIVATE,16136,633,265,21,continent,True,3,A_EXACT_ONE_AUTHORITATIVE_MATCH,DETERMINISTIC,2026-09-03 13:04:19.176574,2026-08-01 02:38:47.259362,2026-09-03 13:04:07.238422
DEACTIVATE,5044,635,8,4,city,True,3,A_EXACT_ONE_AUTHORITATIVE_MATCH,DETERMINISTIC,2026-05-01 00:04:17.043544,2026-05-01 00:04:17.019614,2026-05-01 00:04:17.019614
DEACTIVATE,17219,635,267,28,city,True,3,A_EXACT_ONE_AUTHORITATIVE_MATCH,DETERMINISTIC,2026-09-03 12:08:17.406038,2026-09-03 12:08:17.355580,2026-09-03 12:08:17.355580
DEACTIVATE,16134,642,265,21,continent,True,4,A_EXACT_ONE_AUTHORITATIVE_MATCH,DETERMINISTIC,2026-09-03 13:04:19.073047,2026-08-01 02:38:47.197865,2026-09-03 13:04:07.238422
DEACTIVATE,3808,643,2,1,city,True,4,A_EXACT_ONE_AUTHORITATIVE_MATCH,DETERMINISTIC,2026-04-27 14:37:37.471964,2026-04-27 14:37:37.459622,2026-04-27 14:37:37.459622
DEACTIVATE,3887,643,5,2,city,True,4,A_EXACT_ONE_AUTHORITATIVE_MATCH,DETERMINISTIC,2026-04-27 14:37:37.890818,2026-04-27 14:37:37.878824,2026-04-27 14:37:37.878824
DEACTIVATE,17194,643,267,28,city,True,4,A_EXACT_ONE_AUTHORITATIVE_MATCH,DETERMINISTIC,2026-09-03 12:08:17.378697,2026-09-03 12:08:17.355580,2026-09-03 12:08:17.355580
